checkpoint_sentences,sentence_index,retrieval_mode,recall_step,expected_word,decoded_word,raw_event_count,raw_predicted_column_count,prediction_active_cell_count,advance_success,timed_overlap_of_selected_word,column_overlap_of_selected_word,number_of_ranked_candidates,top_5_candidates,stopped_reason,previous_active_cell_count,previous_winner_count,burst_cell_count
100,16,neural,2,",",youth,72,72,72,True,2,4,39,"[{""word"": ""youth"", ""timed_overlap"": 2, ""column_overlap"": 4}, {""word"": "","", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""them"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""this"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""awful"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,36,36,0
100,16,neural,3,but,and,69,69,69,True,2,3,36,"[{""word"": ""and"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""does"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""pink"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""come"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""soft"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,72,72,0
100,16,neural,4,no,value,78,78,78,True,2,3,49,"[{""word"": ""value"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""high"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""order"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""What"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""plenty"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,69,69,0
100,17,neural,1,Spirit,axe,90,90,90,True,5,5,50,"[{""word"": ""axe"", ""timed_overlap"": 5, ""column_overlap"": 5}, {""word"": ""present"", ""timed_overlap"": 2, ""column_overlap"": 4}, {""word"": ""fellow"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""too"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""Now"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,46,10,0
100,17,neural,2,on,and,89,89,89,True,3,3,38,"[{""word"": ""and"", ""timed_overlap"": 3, ""column_overlap"": 3}, {""word"": "","", ""timed_overlap"": 3, ""column_overlap"": 3}, {""word"": ""very"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""appeared"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""So"", ""timed_overlap"": 1, ""column_overlap"": 4}]",completed,90,90,0
100,17,neural,3,the,whereon,80,80,80,True,2,3,46,"[{""word"": ""whereon"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""let"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""ought"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""well"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""came"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,89,89,0
100,17,neural,4,moment,him,91,91,91,True,4,4,35,"[{""word"": ""him"", ""timed_overlap"": 4, ""column_overlap"": 4}, {""word"": ""hair"", ""timed_overlap"": 1, ""column_overlap"": 4}, {""word"": ""Johnny"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""fall"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""on"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,80,80,0
100,18,neural,1,to,to,20,20,20,True,8,8,53,"[{""word"": ""to"", ""timed_overlap"": 8, ""column_overlap"": 8}, {""word"": ""bear"", ""timed_overlap"": 3, ""column_overlap"": 4}, {""word"": ""Dear"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""a"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""should"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,28,10,0
100,18,neural,2,get,get,27,27,27,True,9,9,30,"[{""word"": ""get"", ""timed_overlap"": 9, ""column_overlap"": 9}, {""word"": ""appeared"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""pile"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""No"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""amused"", ""timed_overlap"": 1, ""column_overlap"": 2}]",completed,20,20,0
100,18,neural,3,in,in,48,48,48,True,5,5,31,"[{""word"": ""in"", ""timed_overlap"": 5, ""column_overlap"": 5}, {""word"": ""Shall"", ""timed_overlap"": 2, ""column_overlap"": 4}, {""word"": ""It"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""Janet"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""could"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,27,27,0
100,18,neural,4,there,there,42,42,42,True,5,5,40,"[{""word"": ""there"", ""timed_overlap"": 5, ""column_overlap"": 5}, {""word"": ""no"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""heart"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""make"", ""timed_overlap"": 1, ""column_overlap"": 4}, {""word"": ""ambitions"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,48,48,0
100,19,neural,1,it,it,66,66,66,True,3,4,44,"[{""word"": ""it"", ""timed_overlap"": 3, ""column_overlap"": 4}, {""word"": ""tasted"", ""timed_overlap"": 3, ""column_overlap"": 3}, {""word"": ""bought"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""horses"", ""timed_overlap"": 1, ""column_overlap"": 4}, {""word"": ""visitors"", ""timed_overlap"": 1, ""column_overlap"": 4}]",completed,55,10,0
100,19,neural,2,",",only,74,74,74,True,3,4,48,"[{""word"": ""only"", ""timed_overlap"": 3, ""column_overlap"": 4}, {""word"": ""told"", ""timed_overlap"": 3, ""column_overlap"": 3}, {""word"": ""o"", ""timed_overlap"": 3, ""column_overlap"": 3}, {""word"": ""an"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""has"", ""timed_overlap"": 2, ""column_overlap"": 3}]",completed,66,66,0
100,19,neural,3,'',",",79,79,79,True,4,5,49,"[{""word"": "","", ""timed_overlap"": 4, ""column_overlap"": 5}, {""word"": ""me"", ""timed_overlap"": 4, ""column_overlap"": 5}, {""word"": ""already"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""fall"", ""timed_overlap"": 1, ""column_overlap"": 4}, {""word"": ""amiss"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,74,74,0
100,19,neural,4,said,after,94,94,94,True,2,3,49,"[{""word"": ""after"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""A"", ""timed_overlap"": 1, ""column_overlap"": 4}, {""word"": ""too"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""caught"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""young"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,79,79,0
100,20,neural,1,harm,harm,57,57,57,True,5,6,52,"[{""word"": ""harm"", ""timed_overlap"": 5, ""column_overlap"": 6}, {""word"": ""but"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""fell"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""was"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": "","", ""timed_overlap"": 2, ""column_overlap"": 2}]",completed,37,10,0
100,20,neural,2,",",thing,75,75,75,True,2,2,51,"[{""word"": ""thing"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": "","", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""Sammy"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""our"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""bearing"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,57,57,0
100,20,neural,3,and,drew,72,72,72,True,3,3,38,"[{""word"": ""drew"", ""timed_overlap"": 3, ""column_overlap"": 3}, {""word"": ""run"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""Jack"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""had"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""petals"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,75,75,0
100,20,neural,4,he,is,90,90,90,True,1,4,32,"[{""word"": ""is"", ""timed_overlap"": 1, ""column_overlap"": 4}, {""word"": ""into"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""tasted"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": "";"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""other"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,72,72,0
100,21,neural,1,have,and,89,89,89,True,3,5,46,"[{""word"": ""and"", ""timed_overlap"": 3, ""column_overlap"": 5}, {""word"": ""have"", ""timed_overlap"": 3, ""column_overlap"": 4}, {""word"": ""I"", ""timed_overlap"": 3, ""column_overlap"": 4}, {""word"": ""room"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""did"", ""timed_overlap"": 1, ""column_overlap"": 4}]",completed,28,10,0
100,21,neural,2,n't,am,98,98,98,True,3,3,46,"[{""word"": ""am"", ""timed_overlap"": 3, ""column_overlap"": 3}, {""word"": ""splendid"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""guess"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""whenever"", ""timed_overlap"": 1, ""column_overlap"": 4}, {""word"": ""oh"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,89,89,0
100,21,neural,3,you,Emmy,89,89,89,True,2,3,45,"[{""word"": ""Emmy"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""will"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""statelier"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""Her"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""heated"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,98,98,0
100,21,neural,4,?,going,81,81,81,True,3,3,48,"[{""word"": ""going"", ""timed_overlap"": 3, ""column_overlap"": 3}, {""word"": ""want"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""can"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""growled"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""your"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,89,89,0
100,22,neural,1,take,pay,76,76,76,True,3,3,48,"[{""word"": ""pay"", ""timed_overlap"": 3, ""column_overlap"": 3}, {""word"": ""see"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""go"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""been"", ""timed_overlap"": 1, ""column_overlap"": 4}, {""word"": ""its"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,91,10,0
100,22,neural,2,place,who,73,73,73,True,3,5,45,"[{""word"": ""who"", ""timed_overlap"": 3, ""column_overlap"": 5}, {""word"": ""now"", ""timed_overlap"": 3, ""column_overlap"": 3}, {""word"": ""highness"", ""timed_overlap"": 2, ""column_overlap"": 5}, {""word"": ""That"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""The"", ""timed_overlap"": 2, ""column_overlap"": 2}]",completed,76,76,0
100,22,neural,3,this,to,84,84,84,True,2,5,54,"[{""word"": ""to"", ""timed_overlap"": 2, ""column_overlap"": 5}, {""word"": ""men"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""should"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""go"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""ride"", ""timed_overlap"": 2, ""column_overlap"": 2}]",completed,73,73,0
100,22,neural,4,evening,than,90,90,90,True,2,4,50,"[{""word"": ""than"", ""timed_overlap"": 2, ""column_overlap"": 4}, {""word"": ""pardon"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""ambitions"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""down"", ""timed_overlap"": 1, ""column_overlap"": 4}, {""word"": ""Anne"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,84,84,0
100,23,neural,1,look,look,17,17,17,True,9,9,38,"[{""word"": ""look"", ""timed_overlap"": 9, ""column_overlap"": 9}, {""word"": ""evening"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""that"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""captain"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""night"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,28,10,0
100,23,neural,2,at,at,14,14,14,True,9,9,38,"[{""word"": ""at"", ""timed_overlap"": 9, ""column_overlap"": 9}, {""word"": ""very"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""when"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""go"", ""timed_overlap"": 1, ""column_overlap"": 4}, {""word"": ""had"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,17,17,0
100,23,neural,3,the,the,14,14,14,True,8,8,32,"[{""word"": ""the"", ""timed_overlap"": 8, ""column_overlap"": 8}, {""word"": ""world"", ""timed_overlap"": 3, ""column_overlap"": 3}, {""word"": ""Puck"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""Spirit"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""I"", ""timed_overlap"": 1, ""column_overlap"": 4}]",completed,14,14,0
100,23,neural,4,motionless,motionless,28,28,28,True,5,5,52,"[{""word"": ""motionless"", ""timed_overlap"": 5, ""column_overlap"": 5}, {""word"": ""drunk"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""am"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""ca"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""could"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,14,14,0
100,24,neural,1,might,might,12,12,12,True,8,8,31,"[{""word"": ""might"", ""timed_overlap"": 8, ""column_overlap"": 8}, {""word"": ""thrifty"", ""timed_overlap"": 1, ""column_overlap"": 5}, {""word"": "";"", ""timed_overlap"": 1, ""column_overlap"": 4}, {""word"": ""if"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""heated"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,10,10,0
100,24,neural,2,fall,fall,9,9,9,True,9,9,41,"[{""word"": ""fall"", ""timed_overlap"": 9, ""column_overlap"": 9}, {""word"": ""'s"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""made"", ""timed_overlap"": 1, ""column_overlap"": 4}, {""word"": ""may"", ""timed_overlap"": 1, ""column_overlap"": 4}, {""word"": ""things"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,12,12,0
100,24,neural,3,on,on,9,9,9,True,8,8,36,"[{""word"": ""on"", ""timed_overlap"": 8, ""column_overlap"": 8}, {""word"": ""Remember"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""still"", ""timed_overlap"": 1, ""column_overlap"": 4}, {""word"": ""beneath"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""coming"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,9,9,0
100,24,neural,4,that,her,15,15,15,True,4,5,40,"[{""word"": ""her"", ""timed_overlap"": 4, ""column_overlap"": 5}, {""word"": ""that"", ""timed_overlap"": 3, ""column_overlap"": 3}, {""word"": ""look"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""able"", ""timed_overlap"": 1, ""column_overlap"": 4}, {""word"": ""did"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,9,9,0
100,25,neural,1,",",",",50,50,50,True,6,7,39,"[{""word"": "","", ""timed_overlap"": 6, ""column_overlap"": 7}, {""word"": ""already"", ""timed_overlap"": 3, ""column_overlap"": 3}, {""word"": ""leafy"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""o"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""good"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,64,10,0
100,25,neural,2,Aunt,course,72,72,72,True,2,2,49,"[{""word"": ""course"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""early"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""What"", ""timed_overlap"": 1, ""column_overlap"": 4}, {""word"": ""visitors"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""highness"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,50,50,0
100,25,neural,3,Emmy,Great,74,74,74,True,2,3,44,"[{""word"": ""Great"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""how"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""harm"", ""timed_overlap"": 1, ""column_overlap"": 4}, {""word"": ""finish"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""Yes"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,72,72,0
100,25,neural,4,",",your,89,89,89,True,1,3,29,"[{""word"": ""your"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""old"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""pardon"", ""timed_overlap"": 1, ""column_overlap"": 2}, {""word"": ""than"", ""timed_overlap"": 1, ""column_overlap"": 2}, {""word"": ""Reddy"", ""timed_overlap"": 1, ""column_overlap"": 2}]",completed,74,74,0
100,26,neural,1,good,good,35,35,35,True,7,7,34,"[{""word"": ""good"", ""timed_overlap"": 7, ""column_overlap"": 7}, {""word"": ""nice"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""face"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""may"", ""timed_overlap"": 1, ""column_overlap"": 4}, {""word"": ""Bagheera"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,19,10,0
100,26,neural,2,--,--,39,39,39,True,6,6,36,"[{""word"": ""--"", ""timed_overlap"": 6, ""column_overlap"": 6}, {""word"": ""Jack"", ""timed_overlap"": 3, ""column_overlap"": 3}, {""word"": ""be"", ""timed_overlap"": 2, ""column_overlap"": 4}, {""word"": ""its"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""certainly"", ""timed_overlap"": 2, ""column_overlap"": 3}]",completed,35,35,0
100,26,neural,3,that,that,72,72,72,True,2,5,26,"[{""word"": ""that"", ""timed_overlap"": 2, ""column_overlap"": 5}, {""word"": ""look"", ""timed_overlap"": 2, ""column_overlap"": 4}, {""word"": ""chance"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""Don"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""right"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,39,39,0
100,26,neural,4,there,The,70,70,70,True,2,3,40,"[{""word"": ""The"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""back"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""bearing"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""let"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""finish"", ""timed_overlap"": 1, ""column_overlap"": 2}]",completed,72,72,0
100,27,neural,1,great,moment,76,76,76,True,4,4,51,"[{""word"": ""moment"", ""timed_overlap"": 4, ""column_overlap"": 4}, {""word"": ""great"", ""timed_overlap"": 3, ""column_overlap"": 3}, {""word"": ""value"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""Oh"", ""timed_overlap"": 1, ""column_overlap"": 4}, {""word"": ""opening"", ""timed_overlap"": 1, ""column_overlap"": 4}]",completed,55,10,0
100,27,neural,2,deal,girl,70,70,70,True,5,5,45,"[{""word"": ""girl"", ""timed_overlap"": 5, ""column_overlap"": 5}, {""word"": ""on"", ""timed_overlap"": 3, ""column_overlap"": 3}, {""word"": ""lord"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""queen"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""with"", ""timed_overlap"": 2, ""column_overlap"": 2}]",completed,76,76,0
100,27,neural,3,of,leafy,93,93,93,True,2,3,54,"[{""word"": ""leafy"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""`"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""snow"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""Puck"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": "","", ""timed_overlap"": 2, ""column_overlap"": 2}]",completed,70,70,0
100,27,neural,4,common,pictures,89,89,89,True,2,3,58,"[{""word"": ""pictures"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""told"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""motionless"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""Molly"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""just"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,93,93,0
100,28,neural,1,",",",",49,49,49,True,3,6,45,"[{""word"": "","", ""timed_overlap"": 3, ""column_overlap"": 6}, {""word"": ""pay"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""good"", ""timed_overlap"": 1, ""column_overlap"": 4}, {""word"": ""brave"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""whenever"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,28,10,0
100,28,neural,2,praised,hearth,79,79,79,True,2,3,39,"[{""word"": ""hearth"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""o"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""royal"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""heard"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""thrifty"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,49,49,0
100,28,neural,3,be,word,66,66,66,True,2,3,44,"[{""word"": ""word"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""man"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""fine"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""want"", ""timed_overlap"": 1, ""column_overlap"": 2}, {""word"": ""Elder"", ""timed_overlap"": 1, ""column_overlap"": 2}]",completed,79,79,0
100,28,neural,4,the,captain,77,77,77,True,2,3,39,"[{""word"": ""captain"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""tasted"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""look"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""chance"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""terribly"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,66,66,0
100,29,neural,1,",",",",15,15,15,True,8,8,49,"[{""word"": "","", ""timed_overlap"": 8, ""column_overlap"": 8}, {""word"": ""leafy"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""already"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""Great"", ""timed_overlap"": 1, ""column_overlap"": 4}, {""word"": ""then"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,19,10,0
100,29,neural,2,for,for,39,39,39,True,4,5,44,"[{""word"": ""for"", ""timed_overlap"": 4, ""column_overlap"": 5}, {""word"": ""still"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""''"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""bearing"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""So"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,15,15,0
100,29,neural,3,at,said,88,88,88,True,4,4,50,"[{""word"": ""said"", ""timed_overlap"": 4, ""column_overlap"": 4}, {""word"": ""wish"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""are"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""got"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""best"", ""timed_overlap"": 2, ""column_overlap"": 3}]",completed,39,39,0
100,29,neural,4,the,will,86,86,86,True,7,7,42,"[{""word"": ""will"", ""timed_overlap"": 7, ""column_overlap"": 7}, {""word"": ""window"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""seen"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""miles"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""saw"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,88,88,0
100,30,neural,1,try,try,43,43,43,True,9,9,38,"[{""word"": ""try"", ""timed_overlap"": 9, ""column_overlap"": 9}, {""word"": ""Reddy"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""sensible"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""led"", ""timed_overlap"": 1, ""column_overlap"": 4}, {""word"": ""''"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,46,10,0
100,30,neural,2,to,to,43,43,43,True,4,4,43,"[{""word"": ""to"", ""timed_overlap"": 4, ""column_overlap"": 4}, {""word"": ""Arts"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""thing"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""frightened"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""men"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,43,43,0
100,30,neural,3,save,save,78,78,78,True,3,3,37,"[{""word"": ""save"", ""timed_overlap"": 3, ""column_overlap"": 3}, {""word"": ""by"", ""timed_overlap"": 2, ""column_overlap"": 4}, {""word"": ""therefore"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""full"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""likes"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,43,43,0
100,30,neural,4,her,her,90,90,90,True,2,2,42,"[{""word"": ""her"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""For"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""whereon"", ""timed_overlap"": 1, ""column_overlap"": 4}, {""word"": ""finish"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""So"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,78,78,0
100,31,neural,1,'',and,93,93,93,True,5,5,53,"[{""word"": ""and"", ""timed_overlap"": 5, ""column_overlap"": 5}, {""word"": ""I"", ""timed_overlap"": 2, ""column_overlap"": 4}, {""word"": ""can"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""only"", ""timed_overlap"": 1, ""column_overlap"": 4}, {""word"": ""leafy"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,37,10,0
100,31,neural,2,said,am,97,97,97,True,2,4,39,"[{""word"": ""am"", ""timed_overlap"": 2, ""column_overlap"": 4}, {""word"": ""they"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""poor"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""hearth"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""word"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,93,93,0
100,31,neural,3,Dick,will,92,92,92,True,3,4,38,"[{""word"": ""will"", ""timed_overlap"": 3, ""column_overlap"": 4}, {""word"": ""away"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""led"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""do"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""Bowser"", ""timed_overlap"": 1, ""column_overlap"": 4}]",completed,97,97,0
