category,item,paper_value,paper_evidence,paper_page,current_value,code_location,status,severity,confidence,likely_mape_impact,action
EVALUATION,metric equation in Zhang,,Section III-D and Fig. 9; details omitted unless [58],10,sum abs error / sum abs target,experiments/fig9/metrics.py; experiments/fig9_strict_reproduction.py:3394,UNKNOWN,CRITICAL,HIGH,CRITICAL,Do not compare short diagnostic MAPE as full paper reproduction
EVALUATION,metric equation in cited [58],ratio of mean absolute error to mean absolute target,Section III-D and Fig. 9; details omitted unless [58],10,same,experiments/fig9/metrics.py; experiments/fig9_strict_reproduction.py:3394,MATCH,HIGH,HIGH,HIGH,Do not compare short diagnostic MAPE as full paper reproduction
EVALUATION,conventional pointwise MAPE,,Section III-D and Fig. 9; details omitted unless [58],10,not used,experiments/fig9/metrics.py; experiments/fig9_strict_reproduction.py:3394,PARTIAL,MEDIUM,HIGH,MEDIUM,Do not compare short diagnostic MAPE as full paper reproduction
EVALUATION,warmup in Zhang,,Section III-D and Fig. 9; details omitted unless [58],10,default 5904; diagnostics 200,experiments/fig9/metrics.py; experiments/fig9_strict_reproduction.py:3394,UNKNOWN,CRITICAL,HIGH,CRITICAL,Do not compare short diagnostic MAPE as full paper reproduction
EVALUATION,warmup 5904 provenance,,Section III-D and Fig. 9; details omitted unless [58],10,Numenta [58] plotting utility,experiments/fig9/metrics.py; experiments/fig9_strict_reproduction.py:3394,UNKNOWN,HIGH,HIGH,HIGH,Do not compare short diagnostic MAPE as full paper reproduction
EVALUATION,warmup 200 provenance,,Section III-D and Fig. 9; details omitted unless [58],10,local short diagnostic design,experiments/fig9/metrics.py; experiments/fig9_strict_reproduction.py:3394,UNKNOWN,CRITICAL,HIGH,CRITICAL,Do not compare short diagnostic MAPE as full paper reproduction
EVALUATION,evaluation record range,,Section III-D and Fig. 9; details omitted unless [58],10,index >= warmup through limit-horizon,experiments/fig9/metrics.py; experiments/fig9_strict_reproduction.py:3394,UNKNOWN,CRITICAL,HIGH,CRITICAL,Do not compare short diagnostic MAPE as full paper reproduction
EVALUATION,full-year evaluation completed,paper uses one year,Section III-D and Fig. 9; details omitted unless [58],10,False,experiments/fig9/metrics.py; experiments/fig9_strict_reproduction.py:3394,MISMATCH,CRITICAL,HIGH,CRITICAL,Do not compare short diagnostic MAPE as full paper reproduction
EVALUATION,250 run prediction count,,Section III-D and Fig. 9; details omitted unless [58],10,45,experiments/fig9/metrics.py; experiments/fig9_strict_reproduction.py:3394,UNKNOWN,HIGH,HIGH,HIGH,Do not compare short diagnostic MAPE as full paper reproduction
EVALUATION,500 run prediction count,,Section III-D and Fig. 9; details omitted unless [58],10,295,experiments/fig9/metrics.py; experiments/fig9_strict_reproduction.py:3394,UNKNOWN,HIGH,HIGH,HIGH,Do not compare short diagnostic MAPE as full paper reproduction
EVALUATION,rolling window in Zhang,,Section III-D and Fig. 9; details omitted unless [58],10,400,experiments/fig9/metrics.py; experiments/fig9_strict_reproduction.py:3394,UNKNOWN,MEDIUM,HIGH,MEDIUM,Do not compare short diagnostic MAPE as full paper reproduction
EVALUATION,rolling window provenance,,Section III-D and Fig. 9; details omitted unless [58],10,local/reference [58] interpretation,experiments/fig9/metrics.py; experiments/fig9_strict_reproduction.py:3394,UNKNOWN,MEDIUM,HIGH,MEDIUM,Do not compare short diagnostic MAPE as full paper reproduction
EVALUATION,overall MAPE horizon,five steps in advance,Section III-D and Fig. 9; details omitted unless [58],10,final step only,experiments/fig9/metrics.py; experiments/fig9_strict_reproduction.py:3394,MATCH,HIGH,HIGH,HIGH,Do not compare short diagnostic MAPE as full paper reproduction
EVALUATION,coverage reporting,,Section III-D and Fig. 9; details omitted unless [58],10,separate coverage field,experiments/fig9/metrics.py; experiments/fig9_strict_reproduction.py:3394,UNKNOWN,MEDIUM,HIGH,MEDIUM,Do not compare short diagnostic MAPE as full paper reproduction
EVALUATION,paper original Ours MAPE,about 0.10,Section III-D and Fig. 9; details omitted unless [58],10,0.50545 (250) / 0.53928 (500),experiments/fig9/metrics.py; experiments/fig9_strict_reproduction.py:3394,MISMATCH,CRITICAL,HIGH,CRITICAL,Do not compare short diagnostic MAPE as full paper reproduction
EVALUATION,paper MAPE precision,figure digitized approximate,Section III-D and Fig. 9; details omitted unless [58],10,local exact CSV calculation,experiments/fig9/metrics.py; experiments/fig9_strict_reproduction.py:3394,PARTIAL,LOW,HIGH,LOW,Do not compare short diagnostic MAPE as full paper reproduction
EVALUATION,modified panel isolation,Fig9c modified; Fig9d post-change curve,Section III-D and Fig. 9; details omitted unless [58],10,separate perturbed stream supported,experiments/fig9/metrics.py; experiments/fig9_strict_reproduction.py:3394,MATCH,MEDIUM,HIGH,MEDIUM,Do not compare short diagnostic MAPE as full paper reproduction
EVALUATION,evaluation window sensitivity,,Section III-D and Fig. 9; details omitted unless [58],10,0.499-0.539 WAPE across starts in existing 500 run,experiments/fig9/metrics.py; experiments/fig9_strict_reproduction.py:3394,UNKNOWN,HIGH,HIGH,HIGH,Do not compare short diagnostic MAPE as full paper reproduction
EVALUATION,current500 direct comparability,one-year paper result,Section III-D and Fig. 9; details omitted unless [58],10,"500 rows, warmup 200",experiments/fig9/metrics.py; experiments/fig9_strict_reproduction.py:3394,MISMATCH,CRITICAL,HIGH,CRITICAL,Do not compare short diagnostic MAPE as full paper reproduction
